bf_bugid,message,cluster_id,message_clean,key_word,key_phrase
CSCve25057,"PTPoverPRP: PTP over PRP channels does not work on certain PTP modes - IE2000U Onlyiot-euphrates-featureI am using IE2000U device as a redbox and it connected to two different LAN's. If the device is in default PTP mode without PRP on it, the ports work as they need to. But when the the ports are configured into PRP channels, and if the device PTP is in default boundary clock and in power profile, the device starts dropping the PTP packets and the control ptpLanOption GE uplink value gets set to 0x3. The value should be 0x1. The value is 0x1 when in default transparent mode. But when we configure the ptp into default boundary or in power profile. the GE uplink value gets changed to 0x3, and the ptp packets gets dropped.eg:++++++++++++++++++++++++++++++++++++++++++When PTP is in default boundary mode and the PRP is configured on it:Switch#sh prp statistics ptpPacketStatistics PRP channel-group 1 PTP STATS:   ingress lan a: 15   ingress drop lan a: 15   ingress lan b: 15   ingress drop_lan b: 15   egress lan a: 0   egress lan b: 0Switch#sh prp statistics ptpPacketStatistics PRP channel-group 1 PTP STATS:   ingress lan a: 55   ingress drop lan a: 55   ingress lan b: 55   ingress drop_lan b: 55   egress lan a: 0   egress lan b: 0Switch#Switch#sh prp control ptpLanOption PRP PTP LAN OPT GE Uplink value is 0x3 PRP PTP LAN OPT FE Uplink value is 0x1+++++++++++++++++++++++++++++++++++++++++++++++++++++We have work around for that by doing ""prp channel-group 1 ptp lan-option allow-ptp-through-LAN-A"" and the PTP starts working fine.MissingMissingMissingMissingnobug",43,"['PTPoverPRP:', 'PTP', 'over', 'PRP', 'channels', 'does', 'not', 'work', 'on', 'certain', 'PTP', 'modes', '-', 'IE2000U', 'Onlyiot-euphrates-featureI', 'am', 'using', 'IE2000U', 'device', 'as', 'a', 'redbox', 'and', 'it', 'connected', 'to', 'two', 'different', ""LAN's."", 'If', 'the', 'device', 'is', 'in', 'default', 'PTP', 'mode', 'without', 'PRP', 'on', 'it,', 'the', 'ports', 'work', 'as', 'they', 'need', 'to.', 'But', 'when', 'the', 'the', 'ports', 'are', 'configured', 'into', 'PRP', 'channels,', 'and', 'if', 'the', 'device', 'PTP', 'is', 'in', 'default', 'boundary', 'clock', 'and', 'in', 'power', 'profile,', 'the', 'device', 'starts', 'dropping', 'the', 'PTP', 'packets', 'and', 'the', 'control', 'ptpLanOption', 'GE', 'uplink', 'value', 'gets', 'set', 'to', '0x3.', 'The', 'value', 'should', 'be', '0x1.', 'The', 'value', 'is', '0x1', 'when', 'in', 'default', 'transparent', 'mode.', 'But', 'when', 'we', 'configure', 'the', 'ptp', 'into', 'default', 'boundary', 'or', 'in', 'power', 'profile.', 'the', 'GE', 'uplink', 'value', 'gets', 'changed', 'to', '0x3,', 'and', 'the', 'ptp', 'packets', 'gets', 'dropped.eg:++++++++++++++++++++++++++++++++++++++++++When', 'PTP', 'is', 'in', 'default', 'boundary', 'mode', 'and', 'the', 'PRP', 'is', 'configured', 'on', 'it:Switch#sh', 'prp', 'statistics', 'ptpPacketStatistics', 'PRP', 'channel-group', '1', 'PTP', 'STATS:', 'ingress', 'lan', 'a:', '15', 'ingress', 'drop', 'lan', 'a:', '15', 'ingress', 'lan', 'b:', '15', 'ingress', 'drop_lan', 'b:', '15', 'egress', 'lan', 'a:', '0', 'egress', 'lan', 'b:', '0Switch#sh', 'prp', 'statistics', 'ptpPacketStatistics', 'PRP', 'channel-group', '1', 'PTP', 'STATS:', 'ingress', 'lan', 'a:', '55', 'ingress', 'drop', 'lan', 'a:', '55', 'ingress', 'lan', 'b:', '55', 'ingress', 'drop_lan', 'b:', '55', 'egress', 'lan', 'a:', '0', 'egress', 'lan', 'b:', '0Switch#Switch#sh', 'prp', 'control', 'ptpLanOption', 'PRP', 'PTP', 'LAN', 'OPT', 'GE', 'Uplink', 'value', 'is', '0x3', 'PRP', 'PTP', 'LAN', 'OPT', 'FE', 'Uplink', 'value', 'is', '0x1+++++++++++++++++++++++++++++++++++++++++++++++++++++We', 'have', 'work', 'around', 'for', 'that', 'by', 'doing', '""prp', 'channel-group', '1', 'ptp', 'lan-option', 'allow-ptp-through-LAN-A""', 'and', 'the', 'PTP', 'starts', 'working', 'fine.MissingMissingMissingMissingnobug']","vlan,drop,prp",kernel arbitrary vlan socket buffer;show delete vlan infoiot saturn;ip address vlan static value;ip address vlan nd core;many minutes vlan without change;device start drop ptp packets;lan ingress drop lan ingress;overrun pkt drop prp channel;packets errors drop overrun frame;send traffic drop packets reason;ptp prp ptp servo;ptpoverprp ptp prp channel work;prp egress statistics;iox nat prp mrpversion;xe iot prp ipv mld
CSCve37777,"LED: WWAN led is inconsistent on device led and ""sh platform led"" during module reload.spitzWWAN led is inconsistent on device led and ""sh platform led"" during module reload. Steps:1. Module is reloaded by ""hw-module reload 3"".2. After sometime, device actual LED is Solid green but ""show platform led"" shows ""OFF"".3. After cell 3/1 interface is UP, actual LED is Solid Green but ""show platform led"" shows ""Green Slow Blinking"".Once device acquired IP and can reach outside network, LEDs are in sync on device and ""show platform led"". But before that, it was out of sync for sometime.And when cellular interface 3/1 is down, actual WWAN led is solid green but show platform led shows ""Green Slow Blinking"".MissingMissingMissingMissingnobug",45,"['LED:', 'WWAN', 'led', 'is', 'inconsistent', 'on', 'device', 'led', 'and', '""sh', 'platform', 'led""', 'during', 'module', 'reload.spitzWWAN', 'led', 'is', 'inconsistent', 'on', 'device', 'led', 'and', '""sh', 'platform', 'led""', 'during', 'module', 'reload.', 'Steps:1.', 'Module', 'is', 'reloaded', 'by', '""hw-module', 'reload', '3"".2.', 'After', 'sometime,', 'device', 'actual', 'LED', 'is', 'Solid', 'green', 'but', '""show', 'platform', 'led""', 'shows', '""OFF"".3.', 'After', 'cell', '3/1', 'interface', 'is', 'UP,', 'actual', 'LED', 'is', 'Solid', 'Green', 'but', '""show', 'platform', 'led""', 'shows', '""Green', 'Slow', 'Blinking"".Once', 'device', 'acquired', 'IP', 'and', 'can', 'reach', 'outside', 'network,', 'LEDs', 'are', 'in', 'sync', 'on', 'device', 'and', '""show', 'platform', 'led"".', 'But', 'before', 'that,', 'it', 'was', 'out', 'of', 'sync', 'for', 'sometime.And', 'when', 'cellular', 'interface', '3/1', 'is', 'down,', 'actual', 'WWAN', 'led', 'is', 'solid', 'green', 'but', 'show', 'platform', 'led', 'shows', '""Green', 'Slow', 'Blinking"".MissingMissingMissingMissingnobug']","wpan,WPAN,RF",enable show wpan hardware configmackinac;wpan remote agent;show remote wpan info cgr;ir join wpan pan id;shutdown work wpan interface cgr
CSCve37815,"PTP over PRP: PTP servo assigned to Passive_slave state keeps on restartingiot-euphrates-featureWhen the DUT is connected into PTP over PRP in generic topology. and we enable the ""debug ptp clock-correction"" debug, the device shows that the passive slave state servo keeps on restarting every two seconds approximately.+++++++May 10 17:48:53.547:  Prepare to enter PTP-PRP state: GigabitEthernet1/2May 10 17:48:53.547:  PTP-PRP current port state: SLAVE Other port state: PASSIVE gcurr: SLAVE goth: PASSIVE_SLAVEMay 10 17:48:53.547:  RECOMMED PASSIVE SLAVE: GigabitEthernet1/1May 10 17:48:53.547: Updating srvo inst for port_num: 1, port_state: PASSIVE_SLAVEMay 10 17:48:53.547: Default servo instance index: 0May 10 17:48:53.547: ptp_port_num_to_inst_index[1] = 1May 10 17:48:53.547: ptp_port_num_to_inst_index[2] = 0May 10 17:48:53.547: ptp_port_num_to_inst_index[3] = 0May 10 17:48:53.547: ptp_port_num_to_inst_index[4] = 0May 10 17:48:53.547: ptp_port_num_to_inst_index[5] = 0May 10 17:48:53.547: ptp_port_num_to_inst_index[6] = 0May 10 17:48:53.547: ptp_port_num_to_inst_index[7] = 0May 10 17:48:53.547: ptp_port_num_to_inst_index[8] = 0May 10 17:48:53.547: ptp_port_num_to_inst_index[9] = 0May 10 17:48:53.547: ptp_port_num_to_inst_index[10] = 0May 10 17:48:53.547: ptp_port_num_to_inst_index[11] = 0May 10 17:48:53.547: ptp_port_num_to_inst_index[12] = 0May 10 17:48:53.547: Got servo instance: 2, SRVO: 0x217FEBC8May 10 17:48:53.550: Got servo instance: 2, SRVO: 0x217FEBC8May 10 17:48:53.550: Got servo instance: 2, SRVO: 0x217FEBC8May 10 17:48:53.550:  SRVO 0x217FEBC8 restartingIE4000-RB1#IE4000-RB1#sh prp statistics ptpPacketStatistics PRP channel-group 1 PTP STATS:   ingress lan a: 134   ingress drop lan a: 0   ingress lan b: 74   ingress drop_lan b: 0   egress lan a: 62   egress lan b: 1 PRP channel-group 2 PTP STATS:   ingress lan a: 0   ingress drop lan a: 0   ingress lan b: 0   ingress drop_lan b: 0   egress lan a: 0   egress lan b: 0IE4000-RB1#+++++++++++++++++++++++++++++++++++++++MissingMissingMissingMissingnobug",43,"['PTP', 'over', 'PRP:', 'PTP', 'servo', 'assigned', 'to', 'Passive_slave', 'state', 'keeps', 'on', 'restartingiot-euphrates-featureWhen', 'the', 'DUT', 'is', 'connected', 'into', 'PTP', 'over', 'PRP', 'in', 'generic', 'topology.', 'and', 'we', 'enable', 'the', '""debug', 'ptp', 'clock-correction""', 'debug,', 'the', 'device', 'shows', 'that', 'the', 'passive', 'slave', 'state', 'servo', 'keeps', 'on', 'restarting', 'every', 'two', 'seconds', 'approximately.+++++++May', '10', '17:48:53.547:', 'Prepare', 'to', 'enter', 'PTP-PRP', 'state:', 'GigabitEthernet1/2May', '10', '17:48:53.547:', 'PTP-PRP', 'current', 'port', 'state:', 'SLAVE', 'Other', 'port', 'state:', 'PASSIVE', 'gcurr:', 'SLAVE', 'goth:', 'PASSIVE_SLAVEMay', '10', '17:48:53.547:', 'RECOMMED', 'PASSIVE', 'SLAVE:', 'GigabitEthernet1/1May', '10', '17:48:53.547:', 'Updating', 'srvo', 'inst', 'for', 'port_num:', '1,', 'port_state:', 'PASSIVE_SLAVEMay', '10', '17:48:53.547:', 'Default', 'servo', 'instance', 'index:', '0May', '10', '17:48:53.547:', 'ptp_port_num_to_inst_index[1]', '=', '1May', '10', '17:48:53.547:', 'ptp_port_num_to_inst_index[2]', '=', '0May', '10', '17:48:53.547:', 'ptp_port_num_to_inst_index[3]', '=', '0May', '10', '17:48:53.547:', 'ptp_port_num_to_inst_index[4]', '=', '0May', '10', '17:48:53.547:', 'ptp_port_num_to_inst_index[5]', '=', '0May', '10', '17:48:53.547:', 'ptp_port_num_to_inst_index[6]', '=', '0May', '10', '17:48:53.547:', 'ptp_port_num_to_inst_index[7]', '=', '0May', '10', '17:48:53.547:', 'ptp_port_num_to_inst_index[8]', '=', '0May', '10', '17:48:53.547:', 'ptp_port_num_to_inst_index[9]', '=', '0May', '10', '17:48:53.547:', 'ptp_port_num_to_inst_index[10]', '=', '0May', '10', '17:48:53.547:', 'ptp_port_num_to_inst_index[11]', '=', '0May', '10', '17:48:53.547:', 'ptp_port_num_to_inst_index[12]', '=', '0May', '10', '17:48:53.547:', 'Got', 'servo', 'instance:', '2,', 'SRVO:', '0x217FEBC8May', '10', '17:48:53.550:', 'Got', 'servo', 'instance:', '2,', 'SRVO:', '0x217FEBC8May', '10', '17:48:53.550:', 'Got', 'servo', 'instance:', '2,', 'SRVO:', '0x217FEBC8May', '10', '17:48:53.550:', 'SRVO', '0x217FEBC8', 'restartingIE4000-RB1#IE4000-RB1#sh', 'prp', 'statistics', 'ptpPacketStatistics', 'PRP', 'channel-group', '1', 'PTP', 'STATS:', 'ingress', 'lan', 'a:', '134', 'ingress', 'drop', 'lan', 'a:', '0', 'ingress', 'lan', 'b:', '74', 'ingress', 'drop_lan', 'b:', '0', 'egress', 'lan', 'a:', '62', 'egress', 'lan', 'b:', '1', 'PRP', 'channel-group', '2', 'PTP', 'STATS:', 'ingress', 'lan', 'a:', '0', 'ingress', 'drop', 'lan', 'a:', '0', 'ingress', 'lan', 'b:', '0', 'ingress', 'drop_lan', 'b:', '0', 'egress', 'lan', 'a:', '0', 'egress', 'lan', 'b:', '0IE4000-RB1#+++++++++++++++++++++++++++++++++++++++MissingMissingMissingMissingnobug']","vlan,drop,prp",kernel arbitrary vlan socket buffer;show delete vlan infoiot saturn;ip address vlan static value;ip address vlan nd core;many minutes vlan without change;device start drop ptp packets;lan ingress drop lan ingress;overrun pkt drop prp channel;packets errors drop overrun frame;send traffic drop packets reason;ptp prp ptp servo;ptpoverprp ptp prp channel work;prp egress statistics;iox nat prp mrpversion;xe iot prp ipv mld
CSCve54035,"[Corsica] Show Interface not in Parity with Ios Like CLI. Does not list all InformationcorsicaGateway#show interfaces FastEthernet0/1 is upHardware is Fast Ethernet, address is 00:5F:86:5C:4C:18MTU is 1500 bytesGateway#show ip interface FastEthernet 0/1FastEthernet0/1  is up  Internet address is 192.168.0.9  Netmask is 255.255.255.0  Broadcast address is 192.168.0.255  MTU is 1500 bytesIP address and Netmask is missingMissingMissingMissingMissingCSCvd35743",12,"['[Corsica]', 'Show', 'Interface', 'not', 'in', 'Parity', 'with', 'Ios', 'Like', 'CLI.', 'Does', 'not', 'list', 'all', 'InformationcorsicaGateway#show', 'interfaces', 'FastEthernet0/1', 'is', 'upHardware', 'is', 'Fast', 'Ethernet,', 'address', 'is', '00:5F:86:5C:4C:18MTU', 'is', '1500', 'bytesGateway#show', 'ip', 'interface', 'FastEthernet', '0/1FastEthernet0/1', 'is', 'up', 'Internet', 'address', 'is', '192.168.0.9', 'Netmask', 'is', '255.255.255.0', 'Broadcast', 'address', 'is', '192.168.0.255', 'MTU', 'is', '1500', 'bytesIP', 'address', 'and', 'Netmask', 'is', 'missingMissingMissingMissingMissingCSCvd35743']","async,ip,show",vty line async mode hardware;sparrow change async encapsulation arpa;try configure async dtho sparrow;connect sparrow async port sparrow;sparrow serial async encap ppp;description cisco ip phone sip;corsica add ip address shut;interface async ip address encapsulation;detect marker ip address incomplete;core different ip gracefully volt_connexa;txfec always show enable show;lowpan always show dag_size pi;corsica show run configuration;last clear show interface counter;spa ir show plat hypversion
CSCve69431,"IE4000 : show license udi command has extra details showing up with all profiles HSR,TSN,MRPiot-euphratesSummary:The command for license udi. #show license udi gives extra details at the output.It should only show serial number and license , but it has parsed some details from the show license output to the output of sh license udi. This exits only for IE4000 on all platforms HSR,MRP,TSN.. and in euphratesFor eg:DUT_IE4000_4#sh version | inc FeatuFeature Mode                    : 0x2D Enabled: MRP (Disabled: TSN HSR)DUT_IE4000_4#==============================================================DUT_IE4000_4#sh license udiDevice#   PID                                       SN                           UDI-----------------------------------------------------------------------------*1             IE-4000-8GS4G-E       FDO2017U05C     IE-4000-8GS4G-E:FDO2017U05CIndex   Feature: TSN        Period left: Life time        License Type: PermanentRightToUse        License Priority: High        License Count: Non-Countedand only ie4000 is showing these additional itemsDUT_IE4010_7#sh license udiDevice#   PID                                       SN                           UDI-----------------------------------------------------------------------------*1             IE-4010-4S24P         FDO2034U0B9     IE-4010-4S24P:FDO2034U0B9 If you see ie4010 output for reference .MissingMissingMissingMissingnobug",12,"['IE4000', ':', 'show', 'license', 'udi', 'command', 'has', 'extra', 'details', 'showing', 'up', 'with', 'all', 'profiles', 'HSR,TSN,MRPiot-euphratesSummary:The', 'command', 'for', 'license', 'udi.', '#show', 'license', 'udi', 'gives', 'extra', 'details', 'at', 'the', 'output.It', 'should', 'only', 'show', 'serial', 'number', 'and', 'license', ',', 'but', 'it', 'has', 'parsed', 'some', 'details', 'from', 'the', 'show', 'license', 'output', 'to', 'the', 'output', 'of', 'sh', 'license', 'udi.', 'This', 'exits', 'only', 'for', 'IE4000', 'on', 'all', 'platforms', 'HSR,MRP,TSN..', 'and', 'in', 'euphratesFor', 'eg:DUT_IE4000_4#sh', 'version', '|', 'inc', 'FeatuFeature', 'Mode', ':', '0x2D', 'Enabled:', 'MRP', '(Disabled:', 'TSN', 'HSR)DUT_IE4000_4#==============================================================DUT_IE4000_4#sh', 'license', 'udiDevice#', 'PID', 'SN', 'UDI-----------------------------------------------------------------------------*1', 'IE-4000-8GS4G-E', 'FDO2017U05C', 'IE-4000-8GS4G-E:FDO2017U05CIndex', 'Feature:', 'TSN', 'Period', 'left:', 'Life', 'time', 'License', 'Type:', 'PermanentRightToUse', 'License', 'Priority:', 'High', 'License', 'Count:', 'Non-Countedand', 'only', 'ie4000', 'is', 'showing', 'these', 'additional', 'itemsDUT_IE4010_7#sh', 'license', 'udiDevice#', 'PID', 'SN', 'UDI-----------------------------------------------------------------------------*1', 'IE-4010-4S24P', 'FDO2034U0B9', 'IE-4010-4S24P:FDO2034U0B9', 'If', 'you', 'see', 'ie4010', 'output', 'for', 'reference', '.MissingMissingMissingMissingnobug']","async,ip,show",vty line async mode hardware;sparrow change async encapsulation arpa;try configure async dtho sparrow;connect sparrow async port sparrow;sparrow serial async encap ppp;description cisco ip phone sip;corsica add ip address shut;interface async ip address encapsulation;detect marker ip address incomplete;core different ip gracefully volt_connexa;txfec always show enable show;lowpan always show dag_size pi;corsica show run configuration;last clear show interface counter;spa ir show plat hypversion
CSCve84485,"[Corsica] Implement PPPoE commandsMissingImplement PPPoE commands on database, klish, and Python.MissingMissingMissingMissingnobug",6,"['[Corsica]', 'Implement', 'PPPoE', 'commandsMissingImplement', 'PPPoE', 'commands', 'on', 'database,', 'klish,', 'and', 'Python.MissingMissingMissingMissingnobug']","Verify,[Matia],system",cluster file system ocfs subsystem;request target system successful exploit;color management system cms earlier;denial service system crash possibly;denial service system crash possibly
CSCve97208,Enable WTMP process to directly use ACT librarycorsica cloned-from-CSCve68961 cloned-from-CSCve90860Enable WTMP process to directly use ACT libraryCurrent Behavior:Calls ACT2 binaryDesired behavior:Use ACT2 library to store and fetch certificates/keysAlso disable init_params package. Make similar changes for WTMP1 and mdmagentMissingMissingMissingMissingnobug,6,"['Enable', 'WTMP', 'process', 'to', 'directly', 'use', 'ACT', 'librarycorsica', 'cloned-from-CSCve68961', 'cloned-from-CSCve90860Enable', 'WTMP', 'process', 'to', 'directly', 'use', 'ACT', 'libraryCurrent', 'Behavior:Calls', 'ACT2', 'binaryDesired', 'behavior:Use', 'ACT2', 'library', 'to', 'store', 'and', 'fetch', 'certificates/keysAlso', 'disable', 'init_params', 'package.', 'Make', 'similar', 'changes', 'for', 'WTMP1', 'and', 'mdmagentMissingMissingMissingMissingnobug']","Verify,[Matia],system",cluster file system ocfs subsystem;request target system successful exploit;color management system cms earlier;denial service system crash possibly;denial service system crash possibly
CSCvf04393,"[Corsica] enabling ""show tech-support"" featureMissing1. show tech-support will create password protected zip file containing a. all the logsb. result of all show commandMissingMissingMissingMissingnobug",12,"['[Corsica]', 'enabling', '""show', 'tech-support""', 'featureMissing1.', 'show', 'tech-support', 'will', 'create', 'password', 'protected', 'zip', 'file', 'containing', 'a.', 'all', 'the', 'logsb.', 'result', 'of', 'all', 'show', 'commandMissingMissingMissingMissingnobug']","async,ip,show",vty line async mode hardware;sparrow change async encapsulation arpa;try configure async dtho sparrow;connect sparrow async port sparrow;sparrow serial async encap ppp;description cisco ip phone sip;corsica add ip address shut;interface async ip address encapsulation;detect marker ip address incomplete;core different ip gracefully volt_connexa;txfec always show enable show;lowpan always show dag_size pi;corsica show run configuration;last clear show interface counter;spa ir show plat hypversion
CSCvf38335,IR510:MALLOCFAIL: Memory allocation of 188 bytes failed from 0x15B4A0coronadoWe are noticing this issue on compliance setup when WPAN module is power off and power on. The malloc error is intermittent but can reproduced by repeating the action 3/4 times.MissingMissingMissingMissingnobug,45,"['IR510:MALLOCFAIL:', 'Memory', 'allocation', 'of', '188', 'bytes', 'failed', 'from', '0x15B4A0coronadoWe', 'are', 'noticing', 'this', 'issue', 'on', 'compliance', 'setup', 'when', 'WPAN', 'module', 'is', 'power', 'off', 'and', 'power', 'on.', 'The', 'malloc', 'error', 'is', 'intermittent', 'but', 'can', 'reproduced', 'by', 'repeating', 'the', 'action', '3/4', 'times.MissingMissingMissingMissingnobug']","wpan,WPAN,RF",enable show wpan hardware configmackinac;wpan remote agent;show remote wpan info cgr;ir join wpan pan id;shutdown work wpan interface cgr
CSCvf43065,IR stops at rommon1 if config value is set to 0x100. It should stop at rommon 2.MissingIR800#sh ver..........Configuration register is 0x2102 (will be 0x100 at next reload)IR800#reloadDo you want to reload the internal AP ? [yes/no]: nSystem configuration has been modified. Save? [yes/no]: nProceed with reload? [confirm]Starting File System integrity checkNOTE: File System will be deinited and later rebuiltStarting partition 0 AnalysisBoot Sector/Boot Parameter Block check ...[Passed]DIB not presentDIB & Monlib check ...[Passed]IR829 Loader Stage 1 Version 1.8+Engineering version  --  For evaluation purposes onlyFPGA version 0x20700 built 2017-6-21Booted from the upgrade FPGA; SecureBoot did not fallbackReset reason: reloadBIOS Platform: IR800BIOS Version: 14SecureBoot core version: F01047X15.01ada48ab2015-04-03Microloader version: MA0061R06.0404022015Booted from the upgrade BIOSConfig Reg configured to stop at Rommonrommon-1> MissingMissingMissingMissingnobug,42,"['IR', 'stops', 'at', 'rommon1', 'if', 'config', 'value', 'is', 'set', 'to', '0x100.', 'It', 'should', 'stop', 'at', 'rommon', '2.MissingIR800#sh', 'ver..........Configuration', 'register', 'is', '0x2102', '(will', 'be', '0x100', 'at', 'next', 'reload)IR800#reloadDo', 'you', 'want', 'to', 'reload', 'the', 'internal', 'AP', '?', '[yes/no]:', 'nSystem', 'configuration', 'has', 'been', 'modified.', 'Save?', '[yes/no]:', 'nProceed', 'with', 'reload?', '[confirm]Starting', 'File', 'System', 'integrity', 'checkNOTE:', 'File', 'System', 'will', 'be', 'deinited', 'and', 'later', 'rebuiltStarting', 'partition', '0', 'AnalysisBoot', 'Sector/Boot', 'Parameter', 'Block', 'check', '...[Passed]DIB', 'not', 'presentDIB', '&', 'Monlib', 'check', '...[Passed]IR829', 'Loader', 'Stage', '1', 'Version', '1.8+Engineering', 'version', '--', 'For', 'evaluation', 'purposes', 'onlyFPGA', 'version', '0x20700', 'built', '2017-6-21Booted', 'from', 'the', 'upgrade', 'FPGA;', 'SecureBoot', 'did', 'not', 'fallbackReset', 'reason:', 'reloadBIOS', 'Platform:', 'IR800BIOS', 'Version:', '14SecureBoot', 'core', 'version:', 'F01047X15.01ada48ab2015-04-03Microloader', 'version:', 'MA0061R06.0404022015Booted', 'from', 'the', 'upgrade', 'BIOSConfig', 'Reg', 'configured', 'to', 'stop', 'at', 'Rommonrommon-1>', 'MissingMissingMissingMissingnobug']","bundle,built,hypervisor",remove ios bundle multavista base;ir ir bundle install fail;factory flash bundle tar gzir;hypervisor version bundle install reload;install stage bundle install may;hypervisor install stage;ssa;cgr hypervisor install fail;partition latest hypervisor boot backup;bundle image hypervisor go image
