keyword,count,related phrase,related keyword,number of related bugs
expect,54,reboot ixm expect cgr config;default config expect reset button;wpan still expect downshow version;see attachment expect behaviour path;ir normally expect result step,cgr;config;expect;show;ir,44
mac,54,readyeth stoppedeth mac address changedeth;onbase ethernet mac address model;learn host mac address reload;base ethernet mac address ea;network eth mac address changedpool,mac;address;link;os;show,30
prp,54,ptp prp ptp servo;ptpoverprp ptp prp channel work;prp egress statistics;iox nat prp mrpversion;xe iot prp ipv mld,event;prp;lan;ptp;may,12
rommon,54,rommon hang boot;sparrow rommon boot message;jan rls rommon alias show;usb partition rommon usbflash ios;reproduce step rommon dirflash feb,version;sparrow;rommon;boot;image,26
guest,54,notification ir guest os restart;show plat guest os guest;;sh platform guest os guest;show plat guest os load,go;restart;guest;os;ir,20
hardware,53,show wpan hardware channel listload;line protocol hardware rf mhz;show wpan hardware configmackinac coronado;ieee detail hardware type unknown;rwpan hardware debug lowpan,cgr;wpan;interface;show;hardware,31
ssh,53,ubx enableip ssh session ip;;;;orcas ip ssh local fail,config;clone;ssh;password;show,21
drop,53,device start drop ptp packets;lan ingress drop lan ingress;overrun pkt drop prp channel;packets errors drop overrun frame;send traffic drop packets reason,traffic;prp;packets;lan;drop,27
product,52,please evaluate product complete step;;please evaluate product complete step;bug file product address vulnerabilities;bug file product cisco edge,cve;url;vulnerabilities;bug;please,33
overflow,52,;url buffer overflow crypto srp;service buffer overflow host os;url buffer overflow cookedprint function;service buffer overflow application crash,psirt;cve;url;overflow;ciam,48
zuti,52,ciam apv zuti cqw cve;ciam ak zuti cqw cve;gemboa kernel zuti mf cve;gemboa kernel zuti mf cve;kernel vw zuti mf cve,psirt;cve;url;link;ciam,52
certificate,52,mdmagent obtain certificate scep server;error obtain certificate scep server;ipsec certsprocessing certificate hold moment;data demonstrate certificate rsa public;curl libcurl certificate could allow,url;cisco;certificate;show;scep,22
ssa,52,ir universalk ssa binlogs see;universalk mz ssa gb suite;;universalk mz ssa gb ios;universalk bundle ssa error installation,cgr;image;ssa;show;universalk,30
active,52,ha setup active standby cgrs;ok ok active unknown ps;hardware qfp active feature ipsec;port default active gi gi;,vlan;active;ok;packets;show,22
sfp,52,glc fe sfp put fe;cdp lldp sfp slot port;stratix sfp insert port;via gigabit sfp port enable;bring gig sfp mudule glc,port;sfp;insert;slot;ie,17
attacker,51,unauthenticated remote attacker cause denial;unauthenticated remote attacker cause denial;authenticate remote attacker overwrite arbitrary;unauthenticated remote attacker disclose sensitive;unauthenticated remote attacker obtain sensitive,psirt;cve;vulnerability;attacker;could,24
csdl,51,csdl ct identify;csdl ct verify;csdl ct sec;csdl ct recipe;csdl ct verify,sec;ct;data;verify;csdl,50
danube,51,mf iot danube iot danube;fe iot danube description ie;grand masteriot danube mr feature;iox deviceiot danube feature iot;need iot danube description ie,switch;port;danube;iot;ie,36
try,51,sure reason try reproduce find;show databits try configure still;serial error try configure async;action deny try config pan;deployment fail try deploy policy,cgr;log;show;try;ir,39
bundle,50,remove ios bundle multavista base;ir ir bundle install fail;factory flash bundle tar gzir;hypervisor version bundle install reload;install stage bundle install may,cgr;cve;bundle;ir;install,19
pdt,50,eb dzjul pdt sys mallocfail;pid traceback pdt tue mar;acz aug pdt bufcap invalid_param;go dec pdt iox message;sparrow mar pdt sys freememcritical,cgr;iox;traceback;memory;pdt,12
ndu,50,ciam pbd ndu mf cve,cve;mf;ndu;ciam;fcd,1
cellular,49,tname modem cellular descr sierra;modem slot cellular descr sierra;sparrow cellular intf report;ping across cellular intfupdate dtho;show controller cellular slot cmd,cellular;lte;pid;modem;ir,18
create,49,reproduce issue create nat instance;vlan procedure create ring topology;msccdescription try create vlan use;vdb cookie create vlan apr;key get create reload refuse,port;config;vlan;show;create,31
int,49,socket sparrowconfig int encap raw;th config int async ir;noise overrun int tty line;consoleshow ip int br router;ir show int cellular cellular,config;int;show;line;ir,24
invalid,49,;int async invalid input detect;sinterface wpan invalid input detect;invalid msata pid;ca cer invalid input detect,cgr;psirt;invalid;input;ir,26
gb,48,nocgr version gb ir issue;universalk version gb engineer weekly;universalk version gb engineer weekly;cgr iox gb later future;cgr version gb engineer weekly,module;cgr;version;gb;ir,29
mz,48,ie universalk mz symbols gzuncompressing;cgr universalk mz spa pl;sdflash universalk mz bin last;cgr universalk mz ssa gbwpan;cgr universalk mz ssa gb,cgr;config;ie;mz;universalk,26
corsica,48,show version corsica software version;corsica add igma;corsica show run;corsica dns name;corsica nomodule name,config;clone;corsica;ip;show,33
sec,48,csdl ct sec time ntp;keep control sec scr control;csdl ct sec ntp auth;csdl ct sec sw veropen;,sec;ct;output;show;csdl,32
network,47,kernel bridge network connections denial;url vulnerability network time protocol;configuration functionality network time protocol;url vulnerability network time protocol;url vulnerability network time protocol,qjqy;vlan;cve;ciam;network,30
sync,47,local clock sync switch system;lgx ptp sync fault event;log mean sync interval log;put ptp sync range macsec;clock must sync ios ntp,sync;time;clock;ie;ptp,24
detect,47,invalid input detect marker ip;invalid input detect marker sometimes;invalid input detect marker uut;invalid input detect marker;,marker;sd;invalid;detect;input,21
access,46,bypass intend access time restrictions;local filesystem access java applets;sure ssh access avaliable logout;ir setup access fog director;login go access shell go,config;psirt;access;cve;ir,37
base,46,defeat fingerprint base certificate blacklist;;defeat;service heap base buffer overflow;error function base ftobjs freetype,cve;link;base;cisco;ir,33
ra,46,saturn ie ra file class;ra petra many;ra reload boot;reload petra ra build petra;euphrates feature ra find euphrates,file;switch;petra;ra;ie,30
reset,46,observe software reset rf module;pulse second reset last input;cycle modem reset slot cause;collisions interface reset unknown protocol;trigger modem reset secondary sim,reset;config;sim;interface;modem,28
phase,46,switch workingie phase ie rockwell;failure workingie phase ie rockwell;startup issuesie phase ie rockwell;lead issuesie phase ie rockwelleipnet;default doneie phase ie rockwell,switch;config;cip;ie;phase,37
alarm,46,;;;;profinet sdcard alarm see alarm,switch;port;gnss;alarm;status,12
xe,46,nooib ios xe iot fastrep;oib hellcat xe featwith bootloader;hellcat oib xe ccb yesproblem;oib hellcat xe feat command;petra oib xe iot prp,petra;xe;ie;image;pdt,34
ethernet,46,url kernel ethernet bond interface;petra ethernet link object;router gigabit ethernet rout port;link encap ethernet hwaddr inet;link encap ethernet hwaddr inet,qjqy;cve;ethernet;interface;ciam,29
description,45,read entire description include link;read entire description include link;read entire description include link;read entire description include link;read entire description include link,file;cve;cisco;bug;please,41
trigger,45,craft file trigger backtrack process;;use tls trigger clienthello message;procedure invocations trigger memory corruption;request uri trigger lookup virtual,psirt;cve;link;trigger;ciam,38
reproduce,44,type noneto reproduce go stop;reason try reproduce find root;manual step reproduce gb sd;follow procedure reproduce issue change;manual step reproduce defect first,port;cgr;reproduce;ie;show,42
call,44,growatomtable function call allow remote;make function call use null;;craft unserialize call leverage improper;packet trigger,license;psirt;cve;call;ciam,28
possibly,44,memory corruption possibly unspecified impact;service crash possibly execute arbitrary;versions seamonkey possibly products properly;memory corruption possibly unspecified impact;memory corruption possibly unspecified impact,psirt;possibly;cve;link;ciam,43
handle,44,use properly handle color profile;file properly handle nscstring charat;openssl properly handle handshake restart;file improperly handle import;rc properly handle hole cross,psirt;handle;cve;allow;ciam,40
cz,44,ac cf cz ac cz;src pc cz traceback cad;az dc cz ea fz;traceback ae cz dad db;error pc cz traceback dfff,cz;traceback;ie;ac;pdt,10
sd,44,jan update sd card mrp;sd card button;danube description sd card gb;non sd flash detect;manually set sd card alarm,file;license;sd;ie;card,10
sys,44,flash usage sys app temperature;;ae feb sys mallocfail memory;image may sys mallocfail memory;log cat sys class net,loader;sys;dtc;memory;ir,26
id,44,run process id count host;ieee band id ieee beacon;opcode trans id length debug;version session id os nodename;fc seed id sflag aa,cgr;version;host;show;id,28
channel,44,ptp prp channel work certain;statistics prp channel group ptp;shut prp channel solve issue;statistics prp channel group egress;power prp channel devicecheck whether,channel;prp;cve;lan;ptp,21
profile,44,petra power profile boundary clock;default ptp profile issue see;clock mode profile change ptp;ptp device profile profile clock;clock power profile device start,port;config;clock;profile;ptp,21
