bf_bugid,bf_bugid,bf_headline,bf_attribute,bf_description,bf_symptoms,bf_conditions,bf_workarounds,bf_release_note,bf_duplicateofbug,message,text
CSCvk04609,CSCvk04609,"[callisto] svcbr_0 IPv6 LLA address is same as MGMT0 LLA address , should be unique",Callisto cloned-from-CSCvj85848 cloned-from-CSCvj99939 cloned-from-CSCvj99994 cloned-from-CSCvk04605,"LLA address for svcbr_0 is not unique, it picks the LLA address of the mgmt0 interface.should be unique to interface and is dervied based on mac address of the interface.net6 addr: fe80::fab7:e2ff:feb4:d4e0/64 Scope:Link   this one is reused on the interfaces.mgmt0     Link encap:Ethernet  HWaddr f8:b7:e2:b4:d4:e0            inet6 addr: fe80::fab7:e2ff:feb4:d4e0/64 Scope:Link       <<<< here           UP BROADCAST RUNNING MULTICAST  MTU:1500  Metric:1          RX packets:474 errors:0 dropped:0 overruns:0 frame:0          TX packets:48 errors:0 dropped:0 overruns:0 carrier:0          collisions:0 txqueuelen:1000           RX bytes:31584 (30.8 KiB)  TX bytes:5312 (5.1 KiB)          Memory:80000000-807fffff svcbr_0   Link encap:Ethernet  HWaddr 26:c0:aa:a4:d9:7e            inet addr:192.168.1.11  Bcast:192.168.1.255  Mask:255.255.255.0          inet6 addr: fe80::fab7:e2ff:feb4:d4e0/64 Scope:Link   << here           UP BROADCAST RUNNING MULTICAST  MTU:1500  Metric:1          RX packets:436 errors:0 dropped:0 overruns:0 frame:0          TX packets:16 errors:0 dropped:0 overruns:0 carrier:0          collisions:0 txqueuelen:1000           RX bytes:23434 (22.8 KiB)  TX bytes:2580 (2.5 KiB)ic3k:~# ifconfig svcbr_0svcbr_0   Link encap:Ethernet  HWaddr 16:86:f1:39:8e:6e            inet addr:192.168.1.11  Bcast:192.168.1.255  Mask:255.255.255.0          inet6 addr: fe80::fab7:e2ff:feb4:d4e0/64 Scope:Link   <<< <<<<<<<<LLA here           UP BROADCAST RUNNING MULTICAST  MTU:1500  Metric:1          RX packets:5189 errors:0 dropped:0 overruns:0 frame:0          TX packets:17 errors:0 dropped:0 overruns:0 carrier:0          collisions:0 txqueuelen:1000           RX bytes:257190 (251.1 KiB)  TX bytes:3222 (3.1 KiB)",Missing,Missing,Missing,Missing,CSCvk04605,"[callisto] svcbr_0 IPv6 LLA address is same as MGMT0 LLA address , should be uniqueCallisto cloned-from-CSCvj85848 cloned-from-CSCvj99939 cloned-from-CSCvj99994 cloned-from-CSCvk04605LLA address for svcbr_0 is not unique, it picks the LLA address of the mgmt0 interface.should be unique to interface and is dervied based on mac address of the interface.net6 addr: fe80::fab7:e2ff:feb4:d4e0/64 Scope:Link   this one is reused on the interfaces.mgmt0     Link encap:Ethernet  HWaddr f8:b7:e2:b4:d4:e0            inet6 addr: fe80::fab7:e2ff:feb4:d4e0/64 Scope:Link       <<<< here           UP BROADCAST RUNNING MULTICAST  MTU:1500  Metric:1          RX packets:474 errors:0 dropped:0 overruns:0 frame:0          TX packets:48 errors:0 dropped:0 overruns:0 carrier:0          collisions:0 txqueuelen:1000           RX bytes:31584 (30.8 KiB)  TX bytes:5312 (5.1 KiB)          Memory:80000000-807fffff svcbr_0   Link encap:Ethernet  HWaddr 26:c0:aa:a4:d9:7e            inet addr:192.168.1.11  Bcast:192.168.1.255  Mask:255.255.255.0          inet6 addr: fe80::fab7:e2ff:feb4:d4e0/64 Scope:Link   << here           UP BROADCAST RUNNING MULTICAST  MTU:1500  Metric:1          RX packets:436 errors:0 dropped:0 overruns:0 frame:0          TX packets:16 errors:0 dropped:0 overruns:0 carrier:0          collisions:0 txqueuelen:1000           RX bytes:23434 (22.8 KiB)  TX bytes:2580 (2.5 KiB)ic3k:~# ifconfig svcbr_0svcbr_0   Link encap:Ethernet  HWaddr 16:86:f1:39:8e:6e            inet addr:192.168.1.11  Bcast:192.168.1.255  Mask:255.255.255.0          inet6 addr: fe80::fab7:e2ff:feb4:d4e0/64 Scope:Link   <<< <<<<<<<<LLA here           UP BROADCAST RUNNING MULTICAST  MTU:1500  Metric:1          RX packets:5189 errors:0 dropped:0 overruns:0 frame:0          TX packets:17 errors:0 dropped:0 overruns:0 carrier:0          collisions:0 txqueuelen:1000           RX bytes:257190 (251.1 KiB)  TX bytes:3222 (3.1 KiB)MissingMissingMissingMissingCSCvk04605",callisto svcbr_ ipv lla address mgmt lla address uniquecallisto clone cscvj clone cscvj clone cscvj clone cscvk lla address svcbr_ unique pick lla address mgmt interface unique interface dervied base mac address interface net addr fe fab ff feb scope link one reuse interfaces mgmt link encap ethernet hwaddr inet addr fe fab ff feb scope link
CSCvk07603,CSCvk07603,Callisto - Signing image with Callisto Keys,Missing,This is to make changes to start using Callisto keys for signing the images. Kenton keys will no longer be used to sign the image after this commit.,Missing,Missing,Missing,Missing,nobug,Callisto - Signing image with Callisto KeysMissingThis is to make changes to start using Callisto keys for signing the images. Kenton keys will no longer be used to sign the image after this commit.MissingMissingMissingMissingnobug,callisto sign image callisto keysmissingthis make change start use callisto key sign image kenton key longer use sign image commit
CSCvk13476,CSCvk13476,rmonbifo support for petra/hellcat,Missing,"The code_sign_secureboot_get_hashes() api returning NULL due to the follwing files 'bootloaderhash', 'pkghash', 'mlhas' and 'ldwm_envelop' under /proc/rmonbifo are empty. Need to be update those files with the correct values.",Missing,Missing,Missing,Missing,nobug,"rmonbifo support for petra/hellcatMissingThe code_sign_secureboot_get_hashes() api returning NULL due to the follwing files 'bootloaderhash', 'pkghash', 'mlhas' and 'ldwm_envelop' under /proc/rmonbifo are empty. Need to be update those files with the correct values.MissingMissingMissingMissingnobug",rmonbifo support petra api return null due follwing file bootloaderhash pkghash mlhas ldwm_envelop proc rmonbifo empty update file correct value
CSCvk30936,CSCvk30936,Tracebacks and crash in iosd_crb_sparrow_unix,sparrow-datapath,Here is the traceback and crash info.  I don't have decode info since it's a private image,Missing,Missing,Missing,Missing,CSCvj88666,Tracebacks and crash in iosd_crb_sparrow_unixsparrow-datapathHere is the traceback and crash info.  I don't have decode info since it's a private imageMissingMissingMissingMissingCSCvj88666,tracebacks crash datapathhere traceback crash info decode info since private
CSCvk41081,CSCvk41081,"IR800: VDS communication error, observed during script execution",Mackinac OIB,"Seeing this error on IR809 (highlighter below), when we tried to execute wpan mesh-key related scriptI did not see any heartbeat failure messages, with VDS communication error. Usually 60 heartbeat failure messages trigger a device reload. The reason for bootstrap corruption  I noticed in emmc_init_1.log: >> /dev/sda1 was repaired  e2fsck -pv /dev/sda1+ FSCK_OUT='/dev/sda1 was not cleanly unmounted, check forced.       20 inodes used (0.03%)       0 non-contiguous files (0.0%)       0 non-contiguous directories (0.0%)         # of inodes with ind/dind/tind blocks: 0/0/0    2011 blocks used (3.22%)       0 bad blocks       1 large file        3 regular files       8 directories       0 character device files       0 block device files       0 fifos       0 links       0 symbolic links (0 fast symbolic links)       0 sockets--------      11 files'+ rc=1+ case $rc in+ echo 'fsck /dev/sda1 repaired'fsck /dev/sda1 repaired Console Log:Failedto perform fsck on bootstrapStarting File System integrity checkNOTE: File System will be deinited and later rebuiltStarting partition 0 AnalysisBoot Sector Readfailed        Boot Sector/Boot ParameterBlockcheck ...[Failed]Error:Failedto perform fsck on flash:Note: vds not reachablePowering down cellular modem, please wait...[?7he[H[JIR809 Loader Stage 1 Version 1.14FPGA version 0x20700 built 2017-6-21Booted from the upgrade FPGA; SecureBoot did not fallbackReset reason: CPU resetBIOS Platform: IR800BIOS Version: 21SecureBoot core version: F01047X15.01ada48ab2015-04-03Microloader version: MA0061R06.0404022015Booted from the upgrade BIOSConfig reg configured to AutobootAutoboot is ON, variable: bootstrap:ir800-hv.srp.SPA.3.0.58Image signature verifiedBooting image bootstrap:ir800-hv.srp.SPA.3.0.58[   30.758733] kexec: Starting new kernel",Missing,Missing,Missing,Missing,nobug,"IR800: VDS communication error, observed during script executionMackinac OIBSeeing this error on IR809 (highlighter below), when we tried to execute wpan mesh-key related scriptI did not see any heartbeat failure messages, with VDS communication error. Usually 60 heartbeat failure messages trigger a device reload. The reason for bootstrap corruption  I noticed in emmc_init_1.log: >> /dev/sda1 was repaired  e2fsck -pv /dev/sda1+ FSCK_OUT='/dev/sda1 was not cleanly unmounted, check forced.       20 inodes used (0.03%)       0 non-contiguous files (0.0%)       0 non-contiguous directories (0.0%)         # of inodes with ind/dind/tind blocks: 0/0/0    2011 blocks used (3.22%)       0 bad blocks       1 large file        3 regular files       8 directories       0 character device files       0 block device files       0 fifos       0 links       0 symbolic links (0 fast symbolic links)       0 sockets--------      11 files'+ rc=1+ case $rc in+ echo 'fsck /dev/sda1 repaired'fsck /dev/sda1 repaired Console Log:Failedto perform fsck on bootstrapStarting File System integrity checkNOTE: File System will be deinited and later rebuiltStarting partition 0 AnalysisBoot Sector Readfailed        Boot Sector/Boot ParameterBlockcheck ...[Failed]Error:Failedto perform fsck on flash:Note: vds not reachablePowering down cellular modem, please wait...[?7he[H[JIR809 Loader Stage 1 Version 1.14FPGA version 0x20700 built 2017-6-21Booted from the upgrade FPGA; SecureBoot did not fallbackReset reason: CPU resetBIOS Platform: IR800BIOS Version: 21SecureBoot core version: F01047X15.01ada48ab2015-04-03Microloader version: MA0061R06.0404022015Booted from the upgrade BIOSConfig reg configured to AutobootAutoboot is ON, variable: bootstrap:ir800-hv.srp.SPA.3.0.58Image signature verifiedBooting image bootstrap:ir800-hv.srp.SPA.3.0.58[   30.758733] kexec: Starting new kernelMissingMissingMissingMissingnobug",ir vds communication error observe script oibseeing error ir highlighter try execute wpan mesh key relate scripti see heartbeat failure message vds communication error usually heartbeat failure message trigger device reload reason bootstrap corruption notice emmc_init_ log dev sda repair fsck pv dev sda fsck_out dev sda cleanly unmounted check force inodes use non contiguous file non contiguous directories inodes ind dind tind block block use bad block large file regular file directories character device file block device file fifos link symbolic link fast symbolic link sockets file rc case rc echo fsck dev sda repair fsck dev sda repair console log failedto perform fsck file system integrity checknote file system deinited later rebuiltstarting partition analysisboot sector readfailed boot sector boot fail error failedto perform fsck flash note vds cellular modem please wait jir loader stage version fpga version build boot upgrade fpga secureboot fallbackreset reason cpu resetbios platform ir bios version secureboot core version ada ab microloader version boot upgrade biosconfig reg configure variable bootstrap ir hv srp spa image signature verifiedbooting image bootstrap ir hv srp spa kexec start new
CSCvk44727,CSCvk44727,HELLCAT/PETRA: Hidden commands are visible for PTP in configuration mode,petra-nooib,"under configure terminal, when we do ""ptp ? "" on hellcat and petra, few hidden commands are visible which are not visible in ie4k or 5k.==========PETRADUT#conf tEnter configuration commands, one per line.  End with CNTL/Z.DUT(config)#ptpDUT(config)#ptp ?  domain                Set PTP Clock Domain  e2etransparent        End-to-End Transparent Clock Global Configuration                        Commands  globalprotocolenable  Global PTP protocol enable  mode                  Change PTP clock mode  profile               Change PTP clock profile=======IE5K PerfectMDevice2(config)#MDevice2(config)#ptpMDevice2(config)#ptp ?  domain   Set PTP Clock Domain  mode     Change PTP clock mode  profile  Change PTP clock profile=============In the petra config, there are two options ""globalprotocolenable <<< which is hidden(used by CIP)"" and ""e2etransparent "" which should not be there",Missing,Missing,Missing,Missing,nobug,"HELLCAT/PETRA: Hidden commands are visible for PTP in configuration modepetra-nooibunder configure terminal, when we do ""ptp ? "" on hellcat and petra, few hidden commands are visible which are not visible in ie4k or 5k.==========PETRADUT#conf tEnter configuration commands, one per line.  End with CNTL/Z.DUT(config)#ptpDUT(config)#ptp ?  domain                Set PTP Clock Domain  e2etransparent        End-to-End Transparent Clock Global Configuration                        Commands  globalprotocolenable  Global PTP protocol enable  mode                  Change PTP clock mode  profile               Change PTP clock profile=======IE5K PerfectMDevice2(config)#MDevice2(config)#ptpMDevice2(config)#ptp ?  domain   Set PTP Clock Domain  mode     Change PTP clock mode  profile  Change PTP clock profile=============In the petra config, there are two options ""globalprotocolenable <<< which is hidden(used by CIP)"" and ""e2etransparent "" which should not be thereMissingMissingMissingMissingnobug",hellcat petra hide command visible ptp configuration modepetra nooibunder configure terminal ptp hellcat petra hide command visible visible ie petradut conf tenter configuration command one per line end cntl dut config ptpdut config ptp domain set ptp clock domain etransparent end end transparent clock global configuration command global ptp protocol enable mode change ptp clock mode profile change ptp clock profile ie perfectmdevice config mdevice config ptpmdevice config ptp domain set ptp clock domain mode change ptp clock mode profile change ptp clock profile petra config two options
CSCvk66922,CSCvk66922,"PETRA: ptpglobalprotocolenable CLI should be hidden but not in internal, impacts CIP","petra-nooib , petra , s5800 xe1610-feat","CIP Instance attribute 1 PTP enable/disable uses ""ptpglobalprotocolenable"" CLIWith ptpglobalprotocolenable  being in service internal CIP PTP enable/disable set/get fails .",Missing,Missing,Missing,Missing,nobug,"PETRA: ptpglobalprotocolenable CLI should be hidden but not in internal, impacts CIPpetra-nooib , petra , s5800 xe1610-featCIP Instance attribute 1 PTP enable/disable uses ""ptpglobalprotocolenable"" CLIWith ptpglobalprotocolenable  being in service internal CIP PTP enable/disable set/get fails .MissingMissingMissingMissingnobug",petra cli hide internal impact cippetra nooib petra xe featcip instance attribute ptp enable disable use cliwith service internal cip ptp enable disable set get fail
CSCvm03119,CSCvm03119,[callisto]  Remove phyreg binary and use bitbake to build phyreg,Callisto cloned-from-CSCvk69478 cloned-from-CSCvk71485,Currently phyreg binary is directly exported to bitbake.Instead the package should be build in bitbake,Missing,Missing,Missing,Missing,nobug,[callisto]  Remove phyreg binary and use bitbake to build phyregCallisto cloned-from-CSCvk69478 cloned-from-CSCvk71485Currently phyreg binary is directly exported to bitbake.Instead the package should be build in bitbakeMissingMissingMissingMissingnobug,callisto remove phyreg binary use bitbake build phyregcallisto clone cscvk clone cscvk currently phyreg binary directly export bitbake instead package build
CSCvm14305,CSCvm14305,"Clear tech-support zip file locally even when transfer does not succeed for 'show tech support""",Missing,"Even if the transfer of logs to the server fails for some reason we need to clear the local copy of the zip file generated using the ""tech_support"" script.",Missing,Missing,Missing,Missing,nobug,"Clear tech-support zip file locally even when transfer does not succeed for 'show tech support""MissingEven if the transfer of logs to the server fails for some reason we need to clear the local copy of the zip file generated using the ""tech_support"" script.MissingMissingMissingMissingnobug",clear tech support zip file locally even transfer succeed show tech support missingeven transfer log server fail reason clear local copy zip file generate use tech_support script
CSCvm48679,CSCvm48679,Multiple Vulnerabilities in curl,ciam api-gen CIAM-f4bcxsAj6xrXg CVE-2018-1000301 CIAM-fjrcxsAj6xrXg CVE-2018-14618,Filed from CIAM. See the CIAM Note enclosure for details.,Missing,Missing,Missing,Missing,nobug,Multiple Vulnerabilities in curlciam api-gen CIAM-f4bcxsAj6xrXg CVE-2018-1000301 CIAM-fjrcxsAj6xrXg CVE-2018-14618Filed from CIAM. See the CIAM Note enclosure for details.MissingMissingMissingMissingnobug,multiple vulnerabilities curlciam api gen ciam bcxsaj xrxg cve ciam fjrcxsaj xrxg cve file ciam see ciam note enclosure detail
